playerID,nameFirst,nameLast,nameGiven,weight,height,bats,throws
hudsojo02,Joe,Hudson,Joseph Paul,173,73,R,R
hudsoky01,Kyle,Hudson,Kyle Jordan,175,71,L,L
hudsolu01,Luke,Hudson,Luke Stephen,195,75,R,R
hudsona01,Nat,Hudson,Nathaniel P.,,,R,R
hudsoor01,Orlando,Hudson,Orlando Thill,190,72,B,R
hudsore01,Rex,Hudson,Rex Haughton,165,71,B,R
hudsosi01,Sid,Hudson,Sidney Charles,180,76,R,R
hudsoti01,Tim,Hudson,Timothy Adam,175,73,R,R
huelsfr01,Frank,Huelsman,Frank Elmer,210,74,R,R
huenkal01,Al,Huenke,Albert Alfred,175,72,R,R
huffau01,Aubrey,Huff,Aubrey Lewis,225,76,L,R
huffda01,David,Huff,David Gregory,215,74,B,L
huffge99,George,Huff,George Alexander,,,,
huffmbe01,Ben,Huffman,Benjamin Franklin,175,71,L,R
huffmch01,Chad,Huffman,Chad Daniel,215,73,R,R
huffmi01,Mike,Huff,Michael Kale,180,73,R,R
huffmph01,Phil,Huffman,Phillip Lee,180,74,R,R
huged01,Ed,Hug,Edward Ambrose,,68,R,R
huggimi01,Miller,Huggins,Miller James,140,66,B,R
hughebi01,Bill,Hughes,William W.,,,L,L
hughebi02,Bill,Hughes,William Nesbert,155,70,R,R
hughebo01,Bobby,Hughes,Robert E.,237,76,R,R
hughedi01,Dick,Hughes,Richard Henry,195,75,R,R
hughedu01,Dusty,Hughes,Dustin Robert,190,70,L,L
hugheed01,Ed,Hughes,Edward J.,180,73,R,R
hugheja01,Jim,Hughes,James Jay,185,,R,R
hugheja02,Jared,Hughes,William Jared,245,79,R,R
hugheji01,Jim,Hughey,James Ulysses,,72,,R
hugheji02,Jim,Hughes,James Robert,200,73,R,R
hugheji03,Jim,Hughes,James Michael,190,75,R,R
hughejo01,Joe,Hughes,Joseph Thompson,165,70,R,R
hugheke01,Keith,Hughes,Keith Wills,210,75,L,L
hughelu01,Luke,Hughes,Luke Trevor,205,71,R,R
hughemi01,Mickey,Hughes,Michael F.,165,66,,R
hugheph01,Phil,Hughes,Philip Joseph,240,77,R,R
hugherh01,Rhyne,Hughes,John Rhyne,215,74,L,L
hughero01,Roy,Hughes,Roy John,167,70,R,R
hughete01,Terry,Hughes,Terry Wayne,185,73,R,R
hugheto01,Tom,Hughes,Thomas James,175,73,R,R
hugheto02,Tom,Hughes,Thomas L.,175,74,R,R
hugheto03,Tom,Hughes,Thomas Franklin,190,73,L,R
hugheto04,Tommy,Hughes,Thomas Owen,190,73,R,R
hugheto05,Tom,Hughes,Thomas Edward,180,74,L,R
hughetr01,Travis,Hughes,Travis Wade,235,77,R,R
hugheve01,Vern,Hughes,Vernon Alexander,155,70,L,L
hughste01,Tex,Hughson,Cecil Carlton,198,75,R,R
huhnem01,Emil,Huhn,Emil Hugo,180,72,R,R
huismju01,Justin,Huisman,Justin Ray,195,73,R,R
huismma01,Mark,Huismann,Mark Lawrence,195,75,R,R
huismri01,Rick,Huisman,Richard Allen,200,75,R,R
hulbewi99,William,Hulbert,William A.,,,,
hulenbi01,Billy,Hulen,William Franklin,148,68,L,L
huletti01,Tim,Hulett,Timothy Craig,185,72,R,R
hulettu01,Tug,Hulett,Timothy Craig,185,70,L,R
hulihha01,Harry,Hulihan,Harry Joseph,170,71,R,L
huller01,Eric,Hull,Eric Eugene,185,71,R,R
hulseda01,David,Hulse,David Lindsey,170,71,L,L
hulswru01,Rudy,Hulswitt,Rudolph Edward,165,68,R,R
hulveha01,Hank,Hulvey,James Hensel,180,72,B,R
humbeph01,Philip,Humber,Philip Gregory,210,75,R,R
humeto01,Tom,Hume,Thomas Hubert,185,73,R,R
hummejo01,John,Hummel,John Edwin,160,71,R,R
hummeti01,Tim,Hummel,Timothy Robert,190,74,R,R
humphal01,Al,Humphrey,Albert,180,71,L,R
humphbe01,Bert,Humphries,Albert,182,71,R,R
humphbi01,Byron,Humphrey,Byron William,180,72,R,R
humphbo01,Bob,Humphreys,Robert William,165,71,R,R
humphjo01,John,Humphries,John Henry,185,72,L,L
humphjo02,Johnny,Humphries,John William,185,73,R,R
humphmi01,Mike,Humphreys,Michael Butler,185,72,R,R
humphte01,Terry,Humphrey,Terryal Gene,185,75,R,R
hundlni01,Nick,Hundley,Nicholas John,195,73,R,R
hundlra01,Randy,Hundley,Cecil Randolph,170,71,R,R
hundlto01,Todd,Hundley,Todd Randolph,170,71,B,R
hunglbe01,Bernie,Hungling,Bernard Herman,180,74,R,R
hunnebi01,Bill,Hunnefield,William Fenton,165,70,B,R
huntbe01,Ben,Hunt,Benjamin Franklin,190,77,L,L
huntdi01,Dick,Hunt,Richard M.,145,69,,
huntebi01,Bill,Hunter,William F.,160,67,R,
huntebi02,Bill,Hunter,William Ellsworth,155,67,L,L
huntebi03,Billy,Hunter,Gordon William,180,72,R,R
huntebr01,Brian,Hunter,Brian Raynold,195,72,R,L
huntebr02,Brian,Hunter,Brian Lee,180,76,R,R
huntebu01,Buddy,Hunter,Harold James,170,70,R,R
hunteca01,Catfish,Hunter,James Augustus,190,72,R,R
huntece01,Cedric,Hunter,Cedric Scott,195,72,L,L
hunteed01,Eddie,Hunter,Edison Franklin,150,67,R,R
huntege01,George,Hunter,George Henry,165,68,B,L
huntehe01,Herb,Hunter,Herbert Harrison,165,72,L,R
hunteji01,Jim,Hunter,James MacGregor,205,75,R,R
huntele01,Lem,Hunter,Robert Lemuel,,,,
huntene01,Newt,Hunter,Frederick Creighton,180,72,R,R
hunteri01,Rich,Hunter,Richard Thomas,185,73,R,R
hunteto01,Torii,Hunter,Torii Kedar,225,74,R,R
hunteto02,Tommy,Hunter,Raymond Thomas,250,75,R,R
huntewi01,Willard,Hunter,Willard Mitchell,180,74,R,L
huntjo01,Joel,Hunt,Oliver Joel,165,70,R,R
huntke01,Ken,Hunt,Kenneth Lawrence,205,73,R,R
huntke02,Ken,Hunt,Kenneth Raymond,200,76,R,R
huntra01,Randy,Hunt,James Randall,185,72,R,R
huntro01,Ron,Hunt,Ronald Kenneth,186,72,R,R
huntzst01,Steve,Huntz,Stephen Michael,204,73,B,R
huntzwa01,Walt,Huntzinger,Walter Henry,150,72,R,R
huppeda01,Dave,Huppert,David Blain,190,73,R,R
hurdlcl01,Clint,Hurdle,Clinton Merrick,195,75,L,R
hurdto01,Tom,Hurd,Thomas Carr,155,69,R,R
hurledi01,Dick,Hurley,William H.,160,67,L,
hurleer01,Eric,Hurley,Eric William,195,76,R,R
hurleje01,Jerry,Hurley,Jeremiah Joseph,190,72,R,R
hurleje02,Jerry,Hurley,Jeremiah,,,R,R
hurstbi01,Bill,Hurst,William Hansel,220,79,R,R
hurstbr01,Bruce,Hurst,Bruce Vee,200,76,L,L
hurstdo01,Don,Hurst,Frank O'Donnell,215,72,L,L
hurstja01,James,Hurst,James Lavon,160,72,L,L
hurstji01,Jimmy,Hurst,Jimmy O'Neal,225,78,R,R
hurstjo01,Jonathan,Hurst,Jonathan,175,75,R,R
hurstti99,Tim,Hurst,Timothy Carroll,,,,
hurtaed01,Edwin,Hurtado,Edwin Amilgar,215,75,R,R
huskebu01,Butch,Huskey,Robert Leon,244,75,R,R
husonje01,Jeff,Huson,Jeffrey Kent,180,75,L,R
hustaca01,Carl,Husta,Carl Lawrence,176,71,R,R
hustebi01,Bill,Husted,William J.,,,,
hustibe01,Bert,Husting,Berthold Juneau,185,70,R,R
hustoha01,Harry,Huston,Harry Emanuel Kress,168,69,R,R
hustowa01,Warren,Huston,Warren Llewellyn,170,72,R,R
hutchbi01,Bill,Hutchinson,William Forrest,175,69,R,R
hutchch01,Chad,Hutchinson,Chad Martin,230,77,R,R
hutchdr01,Drew,Hutchison,Andrew S.,195,74,L,R
hutched01,Ed,Hutchinson,Edwin Forrest,175,71,L,R
hutchfr01,Fred,Hutchinson,Frederick Charles,190,74,L,R
hutchir01,Ira,Hutchinson,Ira Kendall,180,70,R,R
hutchjo01,Joe,Hutcheson,Joseph Johnson,200,74,L,R
hutchjo02,Johnny,Hutchings,John Richard Joseph,250,74,B,R
hutsohe01,Herb,Hutson,George Herbert,205,74,R,R
hutsoro01,Roy,Hutson,Roy Lee,165,69,L,R
huttoji01,Jim,Hutto,James Neamon,195,71,R,R
huttoma01,Mark,Hutton,Mark Steven,240,78,R,R
huttoto01,Tom,Hutton,Thomas George,180,71,L,L
hyattha01,Ham,Hyatt,Robert Hamilton,185,73,L,R
hydebr99,Brandon,Hyde,Brandon Michael,210,75,R,R
hydedi01,Dick,Hyde,Richard Elde,170,71,R,R
hyersti01,Tim,Hyers,Timothy James,185,73,L,L
hyndmji01,Jim,Hyndman,James Harvey,,,,
hynesco01,Colt,Hynes,Joshua,200,71,L,L
hynespa01,Pat,Hynes,Patrick J.,,,,L
hyzduad01,Adam,Hyzdu,Adam Davis,210,74,R,R
iannech01,Chris,Iannetta,Christopher Domenic,230,72,R,R
ibanera01,Raul,Ibanez,Raul Javier,225,74,L,R
iburgha01,Ham,Iburg,Herman Edward,165,71,R,R
igarary01,Ryota,Igarashi,Ryota,200,71,R,R
igawake01,Kei,Igawa,Kei,210,73,L,L
iglesjo01,Jose,Iglesias,Jose Antonio,185,71,R,R
ignasga01,Gary,Ignasiak,Gary Raymond,185,71,L,L
ignasmi01,Mike,Ignasiak,Michael James,175,71,B,R
iguchta01,Tadahito,Iguchi,Tadahito,185,70,R,R
ilslebl01,Blaise,Ilsley,Blaise Francis,195,73,L,L
imlaydo01,Doc,Imlay,Harry Miller,168,71,R,R
incavpe01,Pete,Incaviglia,Peter Joseph,225,73,R,R
infanal01,Alexis,Infante,Fermin Alexis,175,70,R,R
infangr01,Greg,Infante,Gregory Alexander,215,74,R,R
infanom01,Omar,Infante,Omar Rafael,195,71,R,R
ingebr01,Brandon,Inge,Charles Brandon,190,71,R,R
ingerbo01,Bob,Ingersoll,Robert Randolph,175,71,R,R
ingersc01,Scotty,Ingerton,William John,172,73,R,R
inglejo01,Joe,Inglett,Joseph Steven,175,69,L,R
ingrach01,Charlie,Ingraham,Charles W.,170,71,,
ingraga01,Garey,Ingram,Garey Lamar,180,71,R,R
ingrame01,Mel,Ingram,Melvin David,175,71,R,R
ingrari01,Riccardo,Ingram,Riccardo Benay,205,72,R,R
inksbe01,Bert,Inks,Albert John,175,75,L,L
innisje01,Jeff,Innis,Jeffrey David,170,73,R,R
iorgda01,Dane,Iorg,Dane Charles,180,72,L,R
iorgga01,Garth,Iorg,Garth Ray,170,71,R,R
iottha01,Happy,Iott,Frederick Bidds,175,70,R,R
iottho01,Hooks,Iott,Clarence Eugene,200,74,B,L
irabuhi01,Hideki,Irabu,Hideki,240,76,R,R
irelaha01,Hal,Irelan,Harold,165,67,B,R
irelati01,Tim,Ireland,Timothy Neal Christopher,180,72,B,R
iribahe01,Hernan,Iribarren,Hernan Alcides,195,73,L,R
irvinda01,Daryl,Irvine,Daryl Keith,195,75,R,R
irvined01,Ed,Irwin,William Edward,,,R,R
irvinmo01,Monte,Irvin,Montford Merrill,195,73,R,R
irwinar01,Arthur,Irwin,Arthur Albert,158,68,L,R
irwinbi01,Bill,Irwin,William Franklin,195,72,R,R
irwinch01,Charlie,Irwin,Charles Edwin,160,70,L,R
irwinjo01,John,Irwin,John,168,70,L,R
irwinph01,Phil,Irwin,Phillip Andrew,210,75,R,R
irwinto01,Tommy,Irwin,Thomas Andrew,165,71,R,R
irwinwa01,Walt,Irwin,Walter Kingsley,170,70,R,R
isaleor01,Orlando,Isales,Orlando,175,69,R,R
isbelfr01,Frank,Isbell,William Frank,190,71,L,R
ishiika01,Kazuhisa,Ishii,Kazuhisa,215,72,L,L
ishiktr01,Travis,Ishikawa,Travis Takashi,220,75,L,L
isrinja01,Jason,Isringhausen,Jason Derik,235,75,R,R
iviemi01,Mike,Ivie,Michael Wilson,205,75,R,R
iwakuhi01,Hisashi,Iwakuma,Hisashi,210,75,R,R
iwamuak01,Akinori,Iwamura,Akinori,200,69,L,R
izquiha01,Hank,Izquierdo,Enrique Roberto,175,71,R,R
izquiha02,Hansel,Izquierdo,Hansel,205,74,R,R
izturce01,Cesar,Izturis,Cesar David,180,69,B,R
izturma01,Maicer,Izturis,Maicer,170,68,B,R
jablora01,Ray,Jablonski,Raymond Leo,175,70,R,R
jacklfr01,Fred,Jacklitsch,Frederick Lawrence,180,69,R,R
jacksal01,Al,Jackson,Alvin Neill,169,70,L,L
jacksau01,Austin,Jackson,Austin Jarriel,185,73,R,R
jacksbi01,Bill,Jackson,William Riley,160,71,L,L
jacksbo01,Bo,Jackson,Vincent Edward,220,73,R,R
jacksbr01,Brett,Jackson,Brett Elliott,220,74,L,R
jacksch01,Herbert,Jackson,Herbert Benjamin,,70,,R
jacksch02,Charlie,Jackson,Charles Herbert,150,69,L,L
jacksch03,Chuck,Jackson,Charles Leo,185,72,R,R
jacksco01,Conor,Jackson,Conor Sims,215,74,R,R
jacksda01,Darrell,Jackson,Darrell Preston,150,70,B,L
jacksda02,Danny,Jackson,Danny Lynn,205,72,R,L
jacksda03,Darrin,Jackson,Darrin Jay,185,72,R,R
jacksda04,Damian,Jackson,Damian Jacques,160,70,R,R
jacksed01,Edwin,Jackson,Edwin,210,75,R,R
jacksge01,George,Jackson,George Christopher,180,72,R,R
jacksgr01,Grant,Jackson,Grant Dwight,180,72,B,L
jackshe01,Henry,Jackson,Henry Everett,185,74,R,R
jacksji01,Jim,Jackson,James Benner,165,66,R,R
jacksjo01,Shoeless Joe,Jackson,Joseph Jefferson,200,73,L,R
jacksjo02,John,Jackson,John Lewis,180,74,R,R
jackske01,Ken,Jackson,Kenneth Bernard,190,73,R,R
jacksla01,Larry,Jackson,Lawrence Curtis,175,73,R,R
jackslo01,Lou,Jackson,Louis Clarence,168,70,L,R
jacksmi01,Mike,Jackson,Michael Warren,190,75,L,L
jacksmi02,Michael,Jackson,Michael Ray,185,73,R,R
jacksra01,Randy,Jackson,Ransom Joseph,180,73,R,R
jacksre01,Reggie,Jackson,Reginald Martinez,195,72,L,L
jacksro01,Ron,Jackson,Ronald Harris,225,79,R,R
jacksro02,Ron,Jackson,Ronnie Damien,200,72,R,R
jacksro03,Roy Lee,Jackson,Roy Lee,190,74,R,R
jacksry01,Ryan,Jackson,Ryan Dewitte,195,74,L,L
jacksry02,Ryan,Jackson,Ryan Christopher,180,75,R,R
jackssa01,Sam,Jackson,Samuel,160,65,R,R
jacksso01,Sonny,Jackson,Roland Thomas,150,69,L,R
jacksst01,Steven,Jackson,Steven Nash,230,77,R,R
jackstr01,Travis,Jackson,Travis Calvin,160,70,R,R
jacksza01,Zach,Jackson,Zachary Thomas,220,77,L,L
jacobar01,Art,Jacobs,Arthur Edward,170,70,L,L
jacobba01,Baby Doll,Jacobson,William Chester,215,75,R,R
jacobbe01,Beany,Jacobson,Albert Leonard,170,72,L,L
jacobbr01,Brook,Jacoby,Brook Wallace,175,71,R,R
jacobbu01,Bucky,Jacobs,Newton Smith,155,71,R,R
jacobbu02,Bucky,Jacobsen,Larry William,255,76,R,R
jacobel01,Elmer,Jacobs,William Elmer,165,72,R,R
jacobha01,Harry,Jacoby,Harry M.,,,,
jacobja01,Jake,Jacobs,Lamar Gary,175,72,R,R
jacobla01,Larry,Jacobus,Stuart Louis,186,74,B,R
jacobme01,Merwin,Jacobson,Merwin John William,165,71,L,L
jacobmi01,Mike,Jacobs,Morris Elmore,180,71,,
jacobmi02,Mike,Jacobs,Michael James,215,75,L,R
jacobot01,Otto,Jacobs,Otto Albert,180,69,R,R
jacobra01,Ray,Jacobs,Raymond Frederick,160,72,R,R
jacobsp01,Spook,Jacobs,Forrest Vandergrift,155,68,R,R
jacobto01,Tony,Jacobs,Anthony Robert,150,69,B,R
jacomja01,Jason,Jacome,Jason James,155,73,L,L
jacqupa01,Pat,Jacquez,Patrick Thomas,200,72,R,R
jacquto01,Thomas,Jacquez,Thomas Patrick,195,74,L,L
jaeckja01,Jake,Jaeckel,Paul Henry,170,70,R,R
jaegech01,Charlie,Jaeger,Charles Thomas,195,73,R,R
jaegejo01,Joe,Jaeger,Joseph Peter,190,73,R,R
jahajo01,John,Jaha,John Emil,195,73,R,R
jahnar01,Art,Jahn,Arthur Charles,180,72,R,R
jakubch01,Chris,Jakubauskas,Christopher James,215,74,L,R
jakucsi01,Sig,Jakucki,Sigmund,198,74,R,R
jamerle01,Lefty,Jamerson,Charles Dewey,195,73,L,L
jamesar01,Art,James,Arthur,170,72,L,L
jamesbe01,Bert,James,Berton Hulon,175,71,L,R
jamesbe02,Bernie,James,Robert Byrne,150,69,B,R
jamesbi01,Bill,James,William Henry,195,76,B,R
jamesbi02,Bill,James,William Lawrence,196,75,R,R
jamesbo01,Bob,James,Robert Harvey,215,76,R,R
jamesch01,Charlie,James,Charles Wesley,195,73,R,R
jamesch02,Chris,James,Donald Chris,195,73,R,R
jamesch03,Chuck,James,Charles Hamilton,190,72,L,L
jamescl01,Cleo,James,Cleo Joel,176,70,R,R
jamesde01,Delvin,James,Delvin DeWayne,222,76,R,R
jamesdi01,Dion,James,Dion,170,73,L,L
jamesje01,Jeff,James,Jeffrey Lynn,195,75,R,R
jamesjo01,Johnny,James,John Phillip,160,70,L,R
jamesju01,Justin,James,Justin Duane,215,75,R,R
jamesle01,Lefty,James,William L.,175,71,L,L
jamesmi01,Mike,James,Michael Elmo,216,76,R,R
jamesri01,Rick,James,Richard Lee,205,74,R,R
jamessk01,Skip,James,Philip Robert,185,72,L,L
jamiech01,Charlie,Jamieson,Charles Devine,165,68,L,L
janesje01,Gerry,Janeski,Gerald Joseph,205,76,R,R
janispa01,Paul,Janish,Paul Ryan,200,74,R,R
janowvi01,Vic,Janowicz,Victor Felix,185,69,R,R
janseke01,Kenley,Jansen,Kenley Geronimo,260,77,B,R
jansela01,Larry,Jansen,Lawrence Joseph,190,74,R,R
jansera01,Ray,Jansen,Raymond William,155,71,R,R
janssca01,Casey,Janssen,Robert Casey,225,75,R,R
jantzhe01,Heinie,Jantzen,Walter Charles,170,71,R,R
janvrha01,Hal,Janvrin,Harold Chandler,168,71,R,R
janzema01,Marty,Janzen,Martin Thomas,197,75,R,R
jaramja01,Jason,Jaramillo,Jason Cory,215,72,B,R
jarvike01,Kevin,Jarvis,Kevin Thomas,200,74,L,R
jarvipa01,Pat,Jarvis,Robert Patrick,180,70,R,R
jarvira01,Ray,Jarvis,Raymond Arnold,198,74,R,R
jarviro01,Roy,Jarvis,Leroy Gilbert,160,69,R,R
jasojo01,John,Jaso,John Edward,205,74,L,R
jaspehi01,Hi,Jasper,Henry W.,180,71,R,R
jastela01,Larry,Jaster,Larry Edward,190,75,L,L
jatapa01,Paul,Jata,Paul,190,73,R,R
javeral01,Al,Javery,Alva William,183,75,R,R
javieal01,Al,Javier,Ignacio Alfred,170,71,R,R
javieju01,Julian,Javier,Manuel Julian,175,73,R,R
javiest01,Stan,Javier,Stanley Julian Antonio,185,72,B,R
jayjo01,Joey,Jay,Joseph Richard,228,76,B,R
jayjo02,Jon,Jay,Jonathan Henry,195,71,L,L
jeando01,Domingo,Jean,Domingo,175,74,R,R
jeanete01,Tex,Jeanes,Ernest Lee,176,72,R,R
jeffcge01,George,Jeffcoat,George Edward,175,71,R,R
jeffcha01,Hal,Jeffcoat,Harold Bentley,185,70,R,R
jeffcmi01,Mike,Jeffcoat,James Michael,187,74,L,L
jeffegr01,Gregg,Jefferies,Gregory Scott,175,71,B,R
jeffeje01,Jesse,Jefferson,Jesse Harrison,188,75,R,R
jeffere01,Reggie,Jefferson,Reginald Jirod,210,76,B,L
jeffest01,Stan,Jefferson,Stanley,175,71,B,R
jeffrir01,Irv,Jeffries,Irvine Franklin,175,70,R,R
jeffrje01,Jeremy,Jeffress,Jeremy Ross,195,72,R,R
jelicch01,Chris,Jelic,Christopher John,180,71,R,R
jelinfr01,Frank,Jelincich,Frank Anthony,198,74,R,R
jelksgr01,Greg,Jelks,Gregory Dion,189,74,R,R
jeltzst01,Steve,Jeltz,Larry Steven,180,71,B,R
jenkich01,Chad,Jenkins,Stephen Chadwick,225,75,R,R
jenkife01,Fergie,Jenkins,Ferguson Arthur,205,77,R,R
jenkige01,Geoff,Jenkins,Geoffrey Scott,205,73,L,R
jenkija01,Jack,Jenkins,Warren Washington,195,74,R,R
jenkijo01,Joe,Jenkins,Joseph Daniel,170,71,R,R
jenkijo02,John,Jenkins,John Robert,160,68,R,R
jenkito01,Tom,Jenkins,Thomas Griffith,174,73,L,R
jenksbo01,Bobby,Jenks,Robert Scott,275,76,R,R
jennial01,Alamazoo,Jennings,Alfred Gorden,,,,
jennibi01,Bill,Jennings,William Lee,175,74,R,R
jennida01,Dan,Jennings,Daniel Lee,210,75,L,L
jennide01,Desmond,Jennings,Desmond Delane,200,74,R,R
jennido01,Doug,Jennings,James Douglas,175,70,L,L
jennihu01,Hughie,Jennings,Hugh Ambrose,165,68,R,R
jennija01,Jason,Jennings,Jason Ryan,235,74,L,R
jenniro01,Robin,Jennings,Robin Christopher,205,74,L,L
jenseja01,Jackie,Jensen,Jack Eugene,190,71,R,R
jensema01,Marcus,Jensen,Marcus Christian,195,76,B,R
jensery01,Ryan,Jensen,Larry Ryan,205,72,R,R
jensewi01,Willie,Jensen,William Christian,170,71,L,R
jensewo01,Woody,Jensen,Forrest Docenus,160,70,L,L
jepseke01,Kevin,Jepsen,Kevin Martin,235,75,R,R
jerzemi01,Mike,Jerzembeck,Michael Joseph,185,73,R,R
jesseda01,Dan,Jessee,Daniel Edward,165,70,L,R
jestaga01,Garry,Jestadt,Garry Arthur,188,74,R,R
jestevi01,Virgil,Jester,Virgil Milton,188,71,R,R
jeterde01,Derek,Jeter,Derek Sanderson,195,75,R,R
jeterjo01,Johnny,Jeter,John,180,73,R,R
jetersh01,Shawn,Jeter,Shawn Darrell,185,74,L,R
jethrsa01,Sam,Jethroe,Samuel,178,73,B,R
jewetna01,Nat,Jewett,Nathan W.,137,69,,
jimence01,Cesar,Jimenez,Cesar Enrique,220,71,L,L
jimenda01,D'Angelo,Jimenez,D'Angelo,190,72,B,R
jimenel01,Elvio,Jimenez,Felix Elvio,170,69,R,R
jimenge01,German,Jimenez,German,200,71,L,L
jimenho01,Houston,Jimenez,Alfonso,144,68,R,R
jimenja01,Jason,Jimenez,Jason Jon,205,74,R,L
jimenjo01,Jose,Jimenez,Jose,170,75,R,R
jimenju01,Juan,Jimenez,Juan Antonio,165,73,R,R
jimenke01,Kelvin,Jimenez,Kelvin Rogelio,195,74,R,R
jimenlu01,Luis,Jimenez,Luis Antonio,280,75,L,L
jimenlu02,Luis,Jimenez,Luis Domingo,205,73,R,R
jimenma01,Manny,Jimenez,Manuel Emilio,185,73,L,R
jimenmi01,Miguel,Jimenez,Miguel Anthony,205,74,R,R
jimenub01,Ubaldo,Jimenez,Ubaldo,210,77,R,R
jimerch01,Charlton,Jimerson,Charlton Maxwell,210,75,R,R
joaquwa01,Waldis,Joaquin,Waldis,230,75,R,R
jodiebr01,Brett,Jodie,Brett Paul,208,76,R,R
johjike01,Kenji,Johjima,Kenji,205,72,R,R
johnsab01,Abe,Johnson,Abraham,,,,
johnsab02,Abbie,Johnson,Ebenezer Tremayne,165,69,,
johnsad01,Adam,Johnson,Adam Bryant,210,74,R,R
johnsal01,Alex,Johnson,Alexander,205,72,R,R
johnsal02,Alan,Johnson,Thomas Alan,180,73,R,R
johnsar01,Art,Johnson,Arthur Gilbert,167,73,B,L
johnsar02,Art,Johnson,Arthur Henry,185,74,L,L
johnsau01,Augie,Johns,Augustus Francis,170,68,L,L
johnsba01,Bart,Johnson,Clair Barth,190,77,R,R
johnsba99,Ban,Johnson,Byron Bancroft,,,,
johnsbe01,Ben,Johnson,Benjamin Franklin,190,74,R,R
johnsbe02,Ben,Johnson,Benjamin Joseph,200,73,R,R
johnsbi01,Lefty,Johnson,William F.,167,,L,L
johnsbi02,Bill,Johnson,William Lawrence,170,71,L,R
johnsbi03,Billy,Johnson,William Russell,180,70,R,R
johnsbi04,Bill,Johnson,William Charles,205,77,R,R
johnsbo01,Bob,Johnson,Robert Lee,180,72,R,R
johnsbo02,Bob,Johnson,Robert Wallace,175,70,R,R
johnsbo03,Bob,Johnson,Robert Dale,220,76,L,R
johnsbo04,Bob,Johnson,Bobby Earl,195,75,R,R
johnsbr01,Brian,Johnson,Brian David,210,74,R,R
johnsca01,Caleb,Johnson,Caleb Clark,,,,
johnsch01,Charlie,Johnson,Charles Cleveland,150,69,L,L
johnsch02,Chief,Johnson,George Howard,190,71,R,R
johnsch03,Chet,Johnson,Chester Lillis,175,72,L,L
johnsch04,Charles,Johnson,Charles Edward,215,74,R,R
johnsch05,Chris,Johnson,Christopher Dalton,220,75,R,R
johnscl01,Cliff,Johnson,Clifford,215,76,R,R
johnsco01,Connie,Johnson,Clifford,200,76,R,R
johnsda01,Darrell,Johnson,Darrell Dean,180,73,R,R
johnsda02,Davey,Johnson,David Allen,170,73,R,R
johnsda03,Dave,Johnson,David Charles,183,73,R,R
johnsda04,Dave,Johnson,David Wayne,180,70,R,R
johnsda05,Dane,Johnson,Dane Edward,205,77,R,R
johnsda06,Dan,Johnson,Daniel Ryan,210,74,L,R
johnsde01,Deron,Johnson,Deron Roger,200,74,R,R
johnsdi01,Dick,Johnston,Richard Frederick,155,68,R,R
johnsdo01,Doc,Johnston,Wheeler Roger,170,72,L,L
johnsdo02,Don,Johnson,Donald Spore,170,72,R,R
johnsdo03,Don,Johnson,Donald Roy,200,75,R,R
johnsdo04,Doug,Johns,Douglas Alan,185,74,R,L
johnsea01,Earl,Johnson,Earl Douglas,190,75,L,L
johnsed01,Ed,Johnson,Edwin Cyril,160,69,L,R
johnsel01,Elmer,Johnson,Elmer Ellsworth,185,69,R,R
johnsel02,Elliot,Johnson,Elliot Tyler,190,73,B,R
johnser01,Ernie,Johnson,Ernest Rudolph,151,69,L,R
johnser02,Ernie,Johnson,Ernest Thorwald,190,75,R,R
johnser03,Erik,Johnson,Erik Anthony,175,71,R,R
johnser04,Erik,Johnson,Erik Craig,235,75,R,R
johnsfo01,Footer,Johnson,Richard Allan,175,71,L,L
johnsfr01,Fred,Johnson,Frederick Edward,185,72,R,R
johnsfr02,Fred,Johnston,Wilfred Ivy,170,71,R,R
johnsfr03,Frank,Johnson,Frank Herbert,155,73,R,R
johnsga01,Gary,Johnson,Gerald Clyde,210,75,L,L
johnsgr01,Greg,Johnston,Gregory Bernard,175,72,L,L
johnsha01,Hank,Johnson,Henry Ward,175,71,R,R
johnsho01,Howard,Johnson,Howard Michael,178,71,B,R
johnsja01,Jay,Johnstone,John William,175,73,L,R
johnsja02,Jason,Johnson,Jason Michael,225,78,R,R
johnsje01,Jerry,Johnson,Jerry Michael,200,75,R,R
johnsje02,Jeff,Johnson,William Jeffrey,200,75,R,L
johnsji01,Jimmy,Johnston,James Harle,160,70,R,R
johnsji02,Jing,Johnson,Russell Conwell,172,69,R,R
johnsji03,Jim,Johnson,James Brian,175,71,L,L
johnsji04,Jim,Johnson,James Robert,240,78,R,R
johnsjo01,Lou,Johnson,John Louis,165,70,,L
johnsjo02,Johnny,Johnston,John Thomas,172,71,L,R
johnsjo03,Johnny,Johnson,John Clifford,182,72,L,L
johnsjo04,John Henry,Johnson,John Henry,190,74,L,L
johnsjo05,Joe,Johnson,Joseph Richard,195,74,R,R
johnsjo06,Joel,Johnston,Joel Raymond,218,77,R,R
johnsjo07,John,Johnstone,John William,195,75,R,R
johnsjo08,Jonathan,Johnson,Jonathan Kent,180,72,R,R
johnsjo09,Josh,Johnson,Joshua Michael,250,79,L,R
johnsju99,Judy,Johnson,William Julius,150,71,R,R
johnske01,Ken,Johnson,Kenneth Wandersee,185,73,L,L
johnske02,Ken,Johnson,Kenneth Travis,210,76,R,R
